# sensors.csv - Ingenic sensor identification database (source of truth)
# name,i2c_addr,mclk_hz,id_regs,id_vals,reg_bytes,val_bytes,soc
#   id_regs/id_vals: colon-separated, same length; widths in bytes (1-4)
#   soc: any | t41-only | not-t41
# ORDER MATTERS: first entry among identical-ID rebadges becomes the
# reported primary name. Keep vendor families grouped.

# disabled in the module source (shared Sony IDs): imx219,0x1a,24000000,0x3008:0x301e,0xA0:0xB2,2,1,any
# disabled in the module source (shared Sony IDs): imx291,0x1a,37125000,0x3008:0x301e,0xA0:0xB2,2,1,any
sc4210,0x30,24000000,0x3107:0x3108,0x42:0x10,2,1,any
sc4236,0x30,24000000,0x3107:0x3108,0x32:0x35,2,1,any
sc4236h,0x30,24000000,0x3107:0x3108,0x32:0x35,2,1,any
sc4238,0x30,24000000,0x3107:0x3108,0x42:0x35,2,1,any
sc430ai,0x30,24000000,0x3107:0x3108,0xce:0x39,2,1,any
sc431hai,0x30,24000000,0x3107:0x3108,0xcd:0x6b,2,1,any
sc4335,0x30,27000000,0x3107:0x3108,0xcd:0x01,2,1,any
sc4336,0x30,24000000,0x3107:0x3108,0xdc:0x42,2,1,any
sc4336p,0x30,24000000,0x3107:0x3108,0x9c:0x42,2,1,any
sc450ai,0x30,24000000,0x3107:0x3108,0xbd:0x2f,2,1,any
sc485sl,0x30,24000000,0x3107:0x3108,0xbd:0x82,2,1,any
sc500ai,0x30,24000000,0x3107:0x3108,0xce:0x1f,2,1,any
sc501ai,0x30,24000000,0x3107:0x3108,0xce:0x1f,2,1,any
sc5235,0x30,24000000,0x3107:0x3108,0x52:0x35,2,1,any
sc5239,0x30,24000000,0x3107:0x3108,0x52:0x35,2,1,any
sc530ai,0x30,24000000,0x3107:0x3108,0x8e:0x39,2,1,any
sc531ai,0x30,24000000,0x3107:0x3108,0x9e:0x39,2,1,any
sc5336,0x30,27000000,0x3107:0x3108,0xce:0x50,2,1,any
sc5336p,0x30,24000000,0x3107:0x3108,0xce:0x50,2,1,any
sc5338,0x30,27000000,0x3107:0x3108,0xce:0x50,2,1,any
sc535hai,0x32,24000000,0x3107:0x3108,0xce:0x78,2,1,any
sc535iot,0x30,24000000,0x3107:0x3108,0xce:0x78,2,1,any
sc535IoT,0x30,24000000,0x3107:0x3108,0xce:0x78,2,1,any
sc630ai,0x30,24000000,0x3107:0x3108,0xce:0x47,2,1,any
sc635hai,0x30,24000000,0x3107:0x3108,0xce:0x7c,2,1,any
sc800cs,0x36,24000000,0x3107:0x3108,0xd1:0x26,2,1,any
sc8235,0x30,24000000,0x3107:0x3108,0x82:0x35,2,1,any
sc8238,0x30,24000000,0x3107:0x3108,0x82:0x35,2,1,any
sc830ai,0x30,27000000,0x3107:0x3108,0xc1:0x43,2,1,any
sc835hai,0x30,24000000,0x3107:0x3108,0xc1:0x70,2,1,any
sc850sl,0x30,24000000,0x3107:0x3108,0x9d:0x1e,2,1,any
sp1405,0x36,24000000,0x300a:0x300b,0x97:0x32,2,1,any
sp1409,0x34,24000000,0x04:0x05,0x14:0x09,1,1,any
sp140a,0x3c,24000000,0x02:0x03,0x14:0x0a,1,1,any
sp2305,0x3c,24000000,0xfd:0x02,0x27:0x35,1,1,any
sp2307,0x3c,24000000,0x02:0x03,0x23:0x08,1,1,any
tp2850,0x44,24000000,0xfe:0xff,0x28:0x50,1,1,any
tp9963,0x30,24000000,0xfe:0xff,0x28:0x63,1,1,any
gc2063,0x37,24000000,0xf0:0xf1,0x20:0x53,1,1,t41-only
gc4663,0x29,24000000,0x03f0:0x03f1,0x46:0x53,2,1,t41-only
gc2053,0x37,24000000,0xf0:0xf1,0x20:0x53,1,1,not-t41
gc4653,0x29,24000000,0x03f0:0x03f1,0x46:0x53,2,1,not-t41
